文章总数: 11 篇
==============================

1. 微信公众号 -  (广西壮族自治区人民政府关于印发《广西壮族自治区国土空间规划(2021—2035年)》的通知(桂政发〔2024〕4号)) 2024-09-10 维稳咨讯指南   维稳咨讯指南

-----------------------------------------------------------------------------

文字快照 :http://mp.weixin.qq.com/s?__biz=MzA4MDg1ODY1Mg==&mid=2247495943&idx=3&sn=e0014507677e11db14d5f98db6425952

各市、县人民政府,自治区人民政府各组成部门、各直属机构: 

《广西壮族自治区国土空间规划(2021—2035年)》已经国务院批复同意,现印发给你们,请认真组织实施。 

广西壮族自治区人民政府 

2024年2月2日 

(此文有删减) 

广西壮族自治区国土空间规划 

(2021—2035年) 

目  录 

第六节  加快实施海洋生态修复修复受损海洋生态系统 。 实施宜林滩涂造林和宜林养殖塘退 塘还林 , 在不影响河口行洪纳潮安全的前提下 , 合理确定红树林 选址及种植方案 , 科学营造红树林 , 科学实施退化红树林生态保 护修复 , 提高红树林生物多样性和生态系统功能 。建设红树林繁 育和修复示范基地 , 加强红树林敌害生物防治 , 实行红树林资源 定期调查监测 。加强珊瑚礁 、海草床等湿地修复 , 筹划海草床湿 地 、盐沼湿地保护区 , 结合人工修复有效扩大面积和提高质量 , 提升红树林、海草床等重要海洋碳汇资源的固碳增汇能力。到 2035 年,修复受损海域面积不少于 2500 公顷 ,外来生物入侵得到有效 控制。加强海岸带整治修复。实施北部湾海岸带生态保护修复工程, 重点对防城港西湾 、钦州三娘湾 、廉州湾等海岸带开展综合整治, 对防城港企沙 、钦州三娘湾 、北海竹林等受侵蚀 、破坏的岸线进  行修复。到 2035 年,整治和修复受损海岸线长度不少于 50 千米。 建设海岸带防护林 ,增强海岸防护功能。开展海岛整治修复 。有效维持海岛自然地貌 , 改善海岛及周 边生态环境 。对涠洲岛 、龙门—七十二泾岛群及南流江河 口 岛群 等受损海岛进行修复 。采取封岛 、逐步搬迁等方式 , 有效保护具 有特殊用途 、特殊保护价值的海岛。第八章  强化内联外通统筹, 构建安全绿色支撑体系坚持绿色 、生态 、低碳理念和以人民为中心的发展思想 , 构 建安全 、便捷 、高效 、绿色 、经济的现代化基础设施体系 , 全面 提升基础设施服务水平 。在国土空间规划“ 一张图 ”上统筹协调 各类基础设施空间布局 ,切实保障基础设施建设需求。第一节  推进内联外通的综合交通运输体系建设全方位多层次支撑交通强区建设 。加快打通面向东盟 、直通 粤港澳大湾区 、连接西南中南地区 、联系云南及孟中印缅地区的 高效 、便捷客货运输通道 , 与沿线省份高水平共建西部陆海新通 道 , 支撑全区对外开放发展 。完善全区综合交通通道网络和枢纽 体系 , 大力提升全区交通服务水平。打通“ 出海出边出区 ”对外综合运输大通道 。加快打通向东 融入粤港澳大湾区 、 向南对接东盟 、 向北联系西南中南地区 、 向 西联系云南及孟中印缅地区的综合交通运输大通道 , 支撑广西服 务和融入新发展格局。专栏 10  “ 出海出边出区”对外综合运输大通道建设重点1.加强广西北部湾国际门户港的出海通道建设。推进专业化深水泊位建设和进港航道疏浚整治工作,提升广西北部湾 国际门户港服务能力;开辟和加密国际班轮航线,实现东南亚主要港口全 覆盖;拓展连接中西部地区主要城市的海铁联运班列线路,实现西部地区 全覆盖。2.打通快捷便利的多向出省通道。加快建设直连直通粤港澳大湾区的东融通道,推进南宁—玉林—深圳 等高速铁路建设,建设岑溪至罗定等货运铁路通道,打造连接粤港澳大湾 区的西江航运干线通道;联合西南地区省份共同建设西部陆海新通道大能 力运输主通道 ,提升东、 中、西线 3 条通路运输能力。构建高效综合立体交通网 。依托铁路 、公路 、水运 、航空网  络 , 加快构建“ 四横五纵 ”综合交通运输通道 ,促进交通设施廊  道在综合运输通道内一体化布局 。到 2035 年,全区公路网密度达  到 81 千米/百平方千米以上 ,铁路网密度达到 4.21 千米/百平方千  米以上。客运基本实现北部湾城市群(广西部分)1 小时通达、区  内城市间 2 小时通达、周边省份及东盟国家主要城市 3 小时覆盖。 货运基本实现国内 1 天送达、东盟国家 2 天送达、全球主要城市 3  天送达。专栏 11  “ 四横五纵”综合交通运输通道布局及建设重点1.“四横五纵”综合交通运输通道布局。横向通道( 4 条):广渝(蓉)通道(广州—贺州—桂林—贵州)、汕昆通道( 汕头—贺州—柳州—河池—百色—昆明)、广昆通道(广州—梧 州—贵港—南宁—百色—昆明)、沿海沿边通道(深圳—北海—钦州—防 城港—崇左—百色—昆明);纵向通道( 5 条): 益北通道(益阳—贺州—梧州—玉林—北海)、二 湛通道( 二连浩特—桂林—贺州—梧州—玉林—湛江)、湘桂通道(长沙— 桂林—柳州—南宁—崇左)、西部南向出海通道( 西宁—河池—南宁—钦 州—北海—三亚)、银百通道(银川—重庆—百色—龙邦 口岸 );两级综合交通运输通道: 一级通道包括广渝(蓉)通道、广昆通道、 沿海沿边通道、二湛通道、湘桂通道、西部南向出海通道、银百通道 7 条 通道 ; 二级通道包括汕昆通道、益北通道 2 条通道。2.建设大能力运输铁路网。加快推进广西境内的国家高速铁路主通道建设,贯通与全国便捷联系 的高速铁路主通道,构建与京津冀、粤港澳大湾区、长三角、成渝地区双 城经济圈等核心城市高速铁路多通路连接格局,形成南宁市与全国省会城 市之间的高标准通道。加快构建以南宁市为中心的高速铁路网主骨架,完 善区域高速铁路网络布局,强化区域高速铁路与国家高速铁路主通道的 衔接。3.拓展高等级公路网。畅通“ 出海出边出区 ”高速公路大通道 ,完善内部高速公路网络,形  成“1 环 12 横 13 纵 25 联 ”高速公路网。推进普通国省干线公路提级改造, 强化对重点产业集聚区、3A 级及以上旅游景区、机场、县级铁路场站、 港 口码头等重要经济和交通节点的覆盖。完善县乡公路网络,实现县县通  高速公路、 乡 乡通二级或三级公路。4.打造航运干线网。加快推进平陆运河建设 ,打通江海联动的 Ⅰ 级航道 ;开展湘桂运河、 皇城坳运河研究论证;完成西江航道干线升级扩能工程,充分发挥西江黄 金水道功能 ; 完善右江、红水河、柳江—黔江、左江、湘桂运河—桂江、平陆运河 6条国家高等级航道和绣江、贺江、南盘江、洛清江、漓江 5 条 地区性重要航道功能 ;基本建成“ 一主六干五线” 的内河骨干航道网。5.强化国际航空网。开拓和加密广西至东盟国家的国际客货运输航线 , 完善桂林至东盟、 日韩等国家热点旅游城市的航线网络,按需开辟广西至欧盟、美国等国际 航线。建设多层一体的综合交通和物流枢纽体系 。 以完善枢纽城市    国际 、国内和区域服务功能为核心,构建以 1 个国际枢纽海港和 4 个全国性综合交通和物流枢纽城市为核心 、 以 8 个区域性综合交    通和物流枢纽城市为支撑、3 个 口岸枢纽联动发展的“1+4+8+3 ” 综合交通和物流枢纽体系 , 推进综合交通枢纽一体化规划建设,提升广西在西部及周边地区的影响力和竞争力。专栏 12  综合交通和物流枢纽布局及建设重点1.综合交通和物流枢纽布局。1 个国际枢纽海港:广西北部湾国际门户港;4 个全国性综合交通和物流枢纽城市: 南宁市、柳州市、桂林市、钦 州—北海—防城港;8 个区域性综合交通和物流枢纽城市:梧州市、贵港市、玉林市、百 色市、贺州市、河池市、来宾市、崇左市;3 个 口岸枢纽: 龙邦 口岸、凭祥 口岸、东兴口岸。2.建设具有世界影响力的国际海港枢纽群。全力推动广西北部湾国际门户港建设,全力提升港 口能级,提高国际 服务能力;加快优化防城港域、钦州港域和北海港域功能定位,加强分工 协作 ;加快完善渔澫、企沙、金穀、大榄坪、铁山西五大核心港区 ;规划建设企沙南、三墩、石步岭、铁山东、涠洲岛五个港区 ;沿海分散布局多 个小港点 ;基本形成“ 一港三域五核五区多港点” 的沿海港 口 总体布局。 推动内河港 口规模化、集约化、专业化发展 ,形成以南宁港、贵港港、梧 州港、柳州港、来宾港为全国主要港 口 , 以百色港、崇左港、河池港、玉 林港、桂林港、贺州港为地区性重要港 口 的内河港 口格局。3.建设具有区域竞争力的现代机场群。加快将南宁吴圩国际机场打造成为面向东盟的门户枢纽机场,将桂林  两江机场打造成为区域枢纽机场,将北海福成机场、柳州白莲机场、梧州  西江机场、百色巴马机场、玉林福绵机场、河池金城江机场打造升级成为  区域中心机场,布局新增防城港、贵港、贺州机场 ,适时开展崇左、马 山  等机场前期研究,形成“ 1+1+6+5” 的全区运输机场体系。统筹推进通  用航空机场布局建设,到 2035 年规划建设 41 个通用机场,构建布局合理、 功能完善、层次清晰的通用机场网络体系。4.建设具有区域辐射力的陆路综合交通和物流枢纽群。以南宁市为全国性铁路综合客运枢纽 , 以柳州、桂林、梧州、北海、 百色市为区域性铁路综合客运枢纽 ,以防城港、钦州、贵港、玉林、贺州、 河池、来宾、崇左市为地区性铁路综合客运枢纽 ,基本形成“ 1+5+8 ” 的铁路综合客运枢纽总体格局。以南宁市为国家级铁路物流中心,以柳州、 桂林、梧州、钦州、贵港、玉林、百色、贺州、崇左市为区域级铁路物流  中心 , 以北海、防城港、河池、来宾市为地区级铁路物流基地 , 以南宁、 柳州、桂林、北海、梧州、玉林、河池、百色、东兴、凭祥市为铁路快运  物流基地 ,基本形成“ 1+9+4+10” 的铁路货运枢纽总体格局。5.建设具有国际吸引力的对外开放口岸群。推进防城港、崇左、百色市边境陆路 口岸 , 防城港、钦州、北海市沿 海 口岸 ,南宁、桂林、柳州、北海市航空口岸,梧州、贵港、柳州市内河 口岸基础设施、跨境通道和集疏运体系建设。构建高品质绿色智慧交通体系 。支持绿色交通发展 , 推进交 通发展方式转变和交通运输结构优化 , 提升交通运输组织的绿色 化和智慧化水平 。推进城乡运输服务一体化发展 。推动交通与产 业融合发展 , 完善产业集聚区配套集疏运通道和货运枢纽( 物流 园 区 )布局 , 加大旅游交通设施建设力度 , 支撑全区全域旅游高 质量发展。完善绿色交通出行体系 。 落实碳达峰 、碳中和要求 , 优化交 通运输结构和运输组织方式 , 完善绿色交通基础设施 。 引导构建 绿色出行体系 , 实施公交优先战略 ,保障步行 、 自行车和公共交 通的出行空间 , 提高绿色出行比例 。 多方联动促进“ 公转铁 、公 转水 ”,支持发展多式联运 ,加快连接港 口 、场站及重要物流园 区的支线铁路、公路建设 ,打通“ 最后一公里 ”。新建 、改扩建线 性交通设施应在综合运输通道内一体化布局 , 减少交通设施对土 地 、岸线资源的占用和对生态环境的影响 , 尽量避免造成国土空 间分割。推进城乡交通运输一体化 。 实现城乡交通基础设施一体化规  划 、建设 , 推进城乡公交一体化改造 , 构建县 、 乡 、村三级农村  物流网络 ,强化农村寄递物流与农村电商、交通运输等融合发展。促进交旅融合发展 , 支撑魅力空间建设 。打通串联历史文化 城镇 、 自然与文化旅游重点 目 的地的旅游风景道和绿道网络 , 开 通通达重要景区景点的旅游客运线路,实现 4A 级及以上景区公共 交通线路或旅游专线覆盖率达到 100%,结合高速公路、国省干线及旅游公路配套建设房车营地 、观景台 、驿站 、停车区等旅游服 务设施。支持高速公路物流仓储 、交旅融合等功能区建设。打造智慧交通体系 。支持利用物联网 、云计算 、新一代信息 通信网络 、 区块链等先进技术 , 综合运用交通科学和人工智能等 分析方法 , 推进交通信息化和交通基础设施智慧化建设 , 强化新 技术在出行服务、货运物流、交通行业治理等领域的应用。引导重点地区和特殊地区实行交通设施差异化建设 。加密经 济发展优势地区以轨道交通为主导的交通网络 , 支撑城市内部及 城市与周边主要城镇间网络化 、高密度客货运需求 。提高脱贫地 区农村交通可达性 , 提升农村客运和物流服务水平 。 强化北部湾 港集疏运体系建设 ,促进各种运输方式有机衔接 , 支撑陆海统筹 发展。支撑经济优势地区发展 。重点围绕南宁 、柳州 、桂林市等中 心城市加快建设通勤化 、快速化的市域(郊)铁路网 , 加强北部 湾城市群(广西部分)、南宁都市圈 、北钦防等重点区域多层次轨 道交通网络布局与城镇空间规划的协调 ,促进干线铁路 、城际铁 路 、市域(郊)铁路、城市轨道“ 四网融合 ”,在北部湾城市群(广 西部分) 内打造以南宁市为核心 、 以城际铁路为主导的 1 小时交 通圈 , 在南宁都市圈内打造以市域(郊)铁路和城市轨道交通为 主导的 1 小时交通圈 。加快北钦防交通一体化建设 , 实现北钦防 主城区 1 小时通达。支撑海岸带陆海统筹发展 。重点围绕广西北部湾国际门户港加强多式联运基础设施建设 , 依托多式联运型和干支衔接型货运 枢纽(物流园区 ),促进形成铁路、公路 、水路、航空多式联运体 系 , 推动铁路进港 口 、进园区 , 实现高速公路直通北部湾港规模 化港区和主要集装箱港区 , 发展铁海 、公海联运 。 以平陆运河建 设为契机 , 研究推动平塘港区综合开发 ,促进江海联动和陆海统 筹发展。支撑脱贫地区发展 。加快脱贫地区县乡联网公路 、农村硬化 路 、村际联网公路建设 , 因地制宜建设乡村旅游路 、产业路 、资 源路 , 完善民族特色类村屯旅游景点景区配套交通设施 , 加大对 人口规模较大的村屯硬化路建设的支持力度 。推进脱贫地区乡镇 和行政村通客车 , 完善物流配送网点布局 , 扩大农村客运服务覆 盖面 ,提高农村物流服务水平。第二节  完善现代化水利基础设施推进区域水资源配置工程 。在全面加强节水 、强化水资源刚 性约束的前提下 , 结合供水安全保障 、 乡村振兴及支撑区域经济 高质量发展要求 , 加强水资源配置工程水资源刚性约束论证和审 查 , 在桂东南 、桂中 、桂西等缺水地区实施一批引调水 、水资源 配置工程 ,保障重要经济区和重点城市供水安全 。重点为环北部 湾广西水资源配置工程 、桂西北供水保障工程 、桂林水资源配置 提升工程等一批重大水资源配置工程提供空间保障 , 衔接平陆运河工程水资源配置 , 加快形成沟通南北的战略性输水通道 。支持 桂西地区提升骨干供水能力 , 桂中 、桂东地区增加取水工程设施 供给 , 桂北地区优化供水工 程布局 , 增强城乡供水保障和应急 能力。加快大中型灌区建设与现代化改造 。按照粮食安全 、产业振  兴 、现代农业发展及现代化灌区建设要求 , 在具备条件的地区建  设和改造一批现代化大中型灌区 。加快玉林市龙云灌区 、大藤峡  水利枢纽灌区 、下六甲灌区等大型灌区建设 , 重点推进左江治旱  黑水河现代化灌区 、桂西北扶贫治旱红水河灌区 、桂西北治旱龙  江河谷灌区 、南宁市邕北灌区 、柳州市沙埔河水库灌区论证和建  设 。 实施一批大中型灌区续建配套与现代化改造工程 。结合水源  工程建设一批节水型、生态型灌区 ,解决干旱地区灌溉缺水问题。 到 2035 年 , 农田灌溉保证率达到 85%。加强农村供水安全工程空间保障 。结合乡村振兴和新型城镇 化战略要求 , 加强水源地空间保护 , 因地制宜保障规模化供水工 程建设 , 引导农村供水设施空间布局优化 , 提升规模化供水人 口 覆盖比例。第三节  推进能源基础设施建设加强战略性矿产资源保护和储备 。 以稀土 、钨 、铷矿等为重 点 , 对当前因技术 、经济或生态环境等因素 , 暂时不宜开发的战略性矿产大中型矿产地进行保护 。 实施矿产地储备工程 , 划定战 略性矿产资源储备区 , 实行严格保护和监管 , 建设项目原则上不 得压覆或占用储备区内战略性矿产 , 确需压覆的应按照有关规定 进行论证和审批 。加强储备区内战略性矿产资源地质勘查 , 非储 备矿种勘查 、开采等活动应在不影响储备矿种的前提下经充分论 证后开展。推进能源供给侧结构性改革 , 严格执行能源消费强度和总量 双控 , 构建清洁低碳 、安全高效的现代能源体系 。推进形成由核 电 、火电 、水电 、风电以及燃气 、生物质 、光伏发电 、垃圾焚烧 发电构成的现代能源基础支撑体系 , 能源资源配置更加合理 , 能 源利用效率大幅提高 ,碳排放总量达峰后稳中有降。到 2035 年, 确保完成国家下达的单位地区生产总值能耗和二 氧化碳排放下 降率目标任务 , 持续扩大清洁能源消费 , 增强能源消费总量管理 弹性。促进传统能源布局优化调整 。深度开发水电 , 利用红水河 、 郁江和柳江等干流水电资源 , 加快推进已纳入国家规划的抽水蓄 能电站项目建设。推动煤电优化发展 。积极拓展石油储备能力。专栏 13  传统能源重点工程重大水电工程:龙滩水电站 8 号、9 号机组 ,八渡水电站 ,大藤峡水 利枢纽等大型水电站。重大煤电工程:北海电厂二期、钦州电厂三期、崇左电厂、吉利百矿 新建煤电等项 目 , 改造升级贺州电厂、南宁电厂、来宾电厂等。创新新能源开发利用模式 。加快推进大型风光基地建设 , 按 规模化 、集约化模式积极推进钦州及防城港海上风电示范项目建 设 , 打造千万千瓦级北部湾海上风电集群 ; 打造南宁 、柳州 、桂 林 、玉林、百色、钦州等百万千瓦级山地风电基地。鼓励推进“ 光 伏+ ”模式 , 探索农光互补 、林光互补光伏电站综合利用 , 推进 乡村分散式风电场项 目 、屋顶分布式光伏项目建设 , 全面提高资 源利用效率 。积极安全有序发展核电 。做好国家规划内核电站点 的厂址保护 , 适时啔动项目前期工作 。稳步开展核电厂址勘探和 普选工作 , 待条件成熟时推动纳入国家规划 , 为构建适应新能源 占比逐渐提高的新型电力系统提供坚实保障。构建完善的输配电网络。推进建设全区特高压直流输电、220 千伏及以上主电网工程 , 构建高等级输配电网络 。预留藏东南水 电 、雅鲁藏布江下游水电等西南大型水电基地及西北大型风电光 伏基地电力外送等新增特高压输电通道的建设条件。实现县城 110 千伏变电站全覆盖,乡镇 35 千伏变电站全覆盖,10 千伏及以上电 压等级供电线路覆盖所有县级及以上工业集聚区 , 配电 自动化、配电通信网络覆盖率指标大幅提升 , 建成全国一流电网和智能 电网。推进形成油气管道环网格局。加快完善全区天然气基础设施, 新建全区液化天然气( LNG )外输管道增压工程 , 积极推进天然  气分布式能源建设 , 扩大冷热电联产集中供能规模 。加快构建以  北海市为主的 LNG 储运体系 , 推进天然气管网多向输送。保障新能源项 目 空间需求 。在符合国土空间规划和用途管制 要求基础上 , 鼓励大力发展新能源项 目 , 将新能源项 目 的空间信 息按规定纳入国土空间规划“ 一张图 ”,统筹安排新能源项目用地 用海用林 , 重点保障纳入国家规划的重大新能源项 目 。提高国土 空间资源利用效率 , 新建 、 改建和扩建的风电 、光伏项 目 总用地 规模和各功能分区用地规模应严格执行土地使用标准 , 鼓励推广 应用节地技术和节地模式 。探索风电 、光伏助力石漠化治理新模 式 。有序推进海上风电项目开发 , 引导新增海上风电在深水远岸 的海域布局 , 避免对航空线路 、船舶航路 、锚地和海底通信光缆 相关设施造成干扰。规 划 图 集1 .耕地和永久基本农田保护红线图2. 生态保护红线图3.城镇开发边界图4. 三条控制线图5. 国家级和自治区级主体功能分布图6. 国土空间开发保护格局图7 .农产品主产区优化图8. 重点生态功能区优化图9.城市化地区格局图10 .关键生态区及河流生态廊道分布图11 .海洋“ 两空间内部一红线 ”分布图12. 文化遗产与自然遗产整体保护空间体系图

来源 | 广西壮族自治区人民政府(点击底部阅读原文)

广西韵淼咨询服务合伙企业(有限合伙)由广西县域经济研究会、潜力智库和财沃投资共同发起成立的一家致力于为县域经济和乡村振兴提供全过程咨询管理服务的公司。公司依托广西县域经济研究会和潜力智库,充分发挥“政府、专家、媒体、市场、网络”立体资源优势,多年深耕县域经济服务,与自治区发改委、工信厅、商务厅、农业农村厅、科技厅等部门保持良好的合作关系,熟悉部委和自治区关于县域经济和乡村振兴的各项政策,可以为客户提供项目咨询、项目申报、项目监理、预算绩效管理、县域品牌营销策划、农业产业服务、职称助评等服务。公司旗下三个全资子公司,即广西韵淼绩效管理服务有限公司,主要从事项目全过程绩效管理服务;广西韵淼兴农产业服务有限公司,主要面向全区新型农业经营主体和服务主体提供农业产业相关服务;广西韵淼数信工程管理有限公司,主要面向智能化、信息化项目提供全过程咨询服务、项目监理服务。公司团队有高级教授、高级工程师、高级电子商务师、经济师和会计师、监理工程师等专业人员100多名,先后承担了国家级、自治区级各类课题研究、各市县经济社会发展规划、产业规划、园区规划、项目申报、项目监理等500多项。

扫码关注办公地址:南宁市民族大道111号广西发展大厦9楼合作热线:18878860979

END

文章编号: fdc8f6e0491aa4c46d8f76a9bbb9d250
-----------------------------------------------------------------------------

9. 微信公众号 -  (广东全景游丨海陵岛.巽寮湾.南澳岛.深圳.珠海) 2024-09-06 张家口神州会议服务中心   张家口神州会议服务中心

-----------------------------------------------------------------------------

文字快照 :http://mp.weixin.qq.com/s?__biz=MzkwODMyOTgxMQ==&mid=2247489782&idx=2&sn=0bdccdaa9fc6f7d13a13bf95d6a73ca6

对于中国人来说,“吃喝玩乐!民以食为天!”都是把吃放在最前面的,广东的粤菜也是我国的八大菜系之一,相当的有名。同时广东的白案师傅制作的粤式点心,也是区分与苏式糕点而具有自己的特色!

《环游广东大全景》纯玩双卧15日4280元 

品质纯玩,全程一车一导 

粤东/粤西/大湾区/粤北一趟旅行走遍广东,高性价比产品 

广东全景21座城市精华景点,全方位领略广东风土人情 

打卡5大海滨度假目的地,鼎龙湾/沙扒湾/海陵岛/巽寮湾/南澳岛 

 5大特色体验:坐游轮看军舰、船游港珠澳大桥、渔船穿越“彩虹海”&撬食生蚝、水上看锦绣丹霞、海岛网红夜市&篝火晚会&观赏刺激表演。 

 8大当地美食餐:菠萝宴、白切鸡、果木烧鸭、顺德私房菜、粤式早茶、海鲜大盆菜、汕头牛肉火锅、素食自助餐. 

☕ 3大精致下午茶:潮州秘制佛手果茶、南澳臻品海燕窝、河源山水豆腐花. 

 豪华住宿升级:入住4晚海边酒店,全程保证升级1晚四钻酒店。 

网红打卡:湛江赤坎老街、南极村、浮月碉楼、日月贝、逢简水乡、佛手祖庙、七星岩、清远古龙峡、花城广场、海心沙、深圳湾公园、汕头小公园、潮州古城牌坊街、广济桥、青澳湾、自然之门、叶帅故里、亚洲第一喷泉、南华寺、丹霞山 

       广东全景-纯玩美食之旅双卧11日3280元 

       双重奇迹:世纪奇迹海上巨龙-船游远观港珠澳大桥,车游创造10项“世界之最”-深中通道。 

       玩得好:一次性打卡广东全景16城2岛3湾。 

       住的好:全程舒适酒店,升级一晚当地准五豪华酒店,巽寮湾一晚海景房,南澳岛一晚海边酒店。 

       吃的好:全程8大特色餐、赠送当地小吃(嫁女绿豆饼、腐乳饼)、精选特色宵夜(广式糖水、海上燕窝) 

       质量好:全程1车1导,优选导游。 

       特色美食:广式早茶点心宴、客家风味宴、西江海鲜宴、广式烧鸭宴、特色开平黄鳝饭、东江海鲜餐、汕头牛肉火锅、潮州素心餐、2大特色饼(嫁女绿豆饼、腐乳饼)、2大宵夜(广式糖水、海上燕窝 

       ✅礼遇一:升级一晚准五豪华型酒店住宿。  

       ✅礼遇二:赠送沙滩⾳乐篝⽕晚会,对着大海载歌载舞,畅享海滨之夜。 

       ✅礼遇三:赠送矿泉水1瓶/人/天。 

       ✅礼遇四:赠送2大特色(饼嫁女绿豆饼·腐乳饼) 

       ✅礼遇五:赠送2大宵夜(广式糖水、海上燕窝) 

       ✅礼遇六:体验Diy手锤牛肉丸 

       【全景广东】环游广东双卧12日3380元 

       纯粹自在旅行-无购物无自费,100%真纯玩 

       15城3湾2岛-你想去的,这都齐了 

       一场直击心灵的震撼演出--广东千古情 

       打卡世纪工程,“中国奇迹”--深中通道 

       广东”马尔代夫“,海赐白沙堤-巽寮湾 

       小柏莱卡,美丽的‬海上香格里拉-金町湾 

       “中国十大最美海岛”之一-海陵岛 

       乘船近距离观看七大奇迹之一-港珠澳‬大桥 

       全程8个特色餐,体验美食之旅 

       特别‬安排沙滩音乐篝火晚会,载歌‬载舞,自由‬自在 

       【尊逸广东】三湾四城一岛双卧8日2980元 

       亮点升级,品质纯玩,高端度假体验 

       三湾:海滨度假圣地-大亚湾+巽寮湾+双月湾 

       四城:新与旧的碰撞-深圳+广州+汕头+潮汕 

       ⛰️一岛:中国唯一全岛域国家4A级旅游景区-南澳岛 

       升级2晚当地四星-巽寮湾海边酒店公寓180°海景房 

       品鉴当地美食:海鲜大餐+潮汕牛肉火锅+卤鹅餐 

       特别安排:海狮表演+渔船出海捕鱼+篝火晚会露天KTV 

       超值赠送:专业摄影师海景实地拍摄-包含个人艺术照2张 

【味道广东】广州/佛山/潮州/汕头/巽寮湾双卧8日3580元 

 全程0自费0购物 

五湾一岛:红海湾、金町湾、巽寮湾、双月湾、海龟湾、南澳岛 

全程四钻酒店,保证升级一晚双月湾五钻海景酒店 

特色美食:珠江边体验广州茶点、海鲜大蒸笼、汕头牛肉火锅、鱼排海鲜餐、海鲜大盆菜 

水上醒狮、广济桥灯光秀、广东千古情、潮汕英歌舞,体验不同的特色表演。 

      【浪漫海岸】双卧7日4480元 

      广州//顺德//茂名//开平 

      16人精品小团,全程0购物0自费 

      全程5钻温德姆酒店+1晚赤坎古镇四钻酒店 

      高品质特色餐:顺德一鱼16味、茂名捞粉+生蚝、五星酒店出品10菜1汤、五邑侨乡宴+黄鳝煲仔饭 

      特别体验特色的广东早茶--《古镇早茶客》 

      特别观看沙滩音乐篝火晚会、非遗打铁花 

      【岭南食光】双卧7日4880元 

      祖庙-岭南新天地—岭南和园-伦教糕-顺峰山公园-清晖园-华盖路步行街-孙中山故居-深中通道-客家围龙屋-西樵山-永庆坊-西关大屋 

      全程0购物0自费 

      【住宿】连住四4晚品牌5钻酒店 

      【全程社会餐厅】宗师群英会茶点+鱼跃龙门私房菜+客家九大簋 

      【精致下午茶】大良蹦砂+双皮奶+西樵大饼 

      【中国非遗制作体验】大良鱼灯技艺+-制作羊额烧鹅+制作老广拉肠 

      【全景广东】双卧12日 

      广东全景16城+双湾双岛 

      精选住宿:2晚海边酒店,升级1晚四钻酒店 

      特色美食:清远葱油鸡+开平黄鳝饭+珠海果木烧鸭+巽寮湾海鲜大盆菜+汕头牛肉火锅+潮州素心自助餐+广式早茶 

      三场大戏·一生必看的《广东千古情》+·现场观看《中华战舞,潮汕英歌》+现实版“速度与激情”《华家班汽车特技表演》 

      特别赠送·赠送价值199元的“变美神奇”+·赠送3次下午茶(绿豆饼、文创果汁冰、鸭母捻糖水)+ ·赠送独家制作--出片神器非遗漆扇 

【风景介绍】  

     巽寮湾 

     (读:xùn liáo wān),是粤东数百公里中海水醉洁净的海湾之一。处在中国新改革开放的深汕特别合作区旁,除了一类的海水及沙滩沙质外,海滩上软细洁白的海沙含沙量高达99%。 

有“天赐白沙堤”美誉。踏足沙滩,你可以在沙滩上脱下鞋子尽情地嬉戏,感受脚板与细沙的摩擦依然是个舒适休闲的海滨度假地。 

     踏足沙滩,享受一流的阳光和空气,领略蓝天、白云、沙滩、海浪的养生诗情画意,尽情欣赏琳琅满目的海底世界,度过难忘的蓝色之旅。 

     南澳岛位于中国东南端,广东省唯一海岛县。这里有漂亮的环岛路,有美丽的海滨浴场,有南宋至明清的历史遗迹,有深山藏古刹,有鱼乡风情小镇,有很多特色的海鲜等你来饕餮一番! 

     北濒柘林湾、南濒南海,介于东经116°56′~117°9′、北纬23°24′~23°29′,属基岩质大陆岛,中华白海豚重要栖息地,被誉为“东方夏威夷”。 

     广 

     济桥 

     ,即潮州广济桥,古称康济桥、丁侯桥、济川桥,俗称湘子桥,又称潮州湘子桥,位于广东省潮州古城东门外,横跨韩江,联结东西两岸,集梁桥、浮桥、拱桥于一体,为古代广东通向闽浙交通要津,是潮州八景之一。 

     是潮汕地区著名文物旅游胜地,中国四大古桥之一,全国重点文物保护单位,国家AAAA级景区,被桥梁专家茅以升誉为“世界上最早的啔闭式桥梁”。 

     潮州古城 

     的历史气息非常浓厚,一座活着的古城,不单单藏在那广济桥的桥墩里,不止是隐在韩文公祠里已经看不清的碑文中,更不只是在开元寺紫玉兰花的树瘤里。潮州的古,露在每一座不起眼的宅院里,每一条长满荒草的小道里。 

     海陵岛 

     隶属广东省阳江市江城区海陵岛经济开发试验区,是广东第四大海岛。 

     位于阳江市西南沿海,海陵岛陆地总面积108.9平方公里,其中主岛面积105平方公里,区域岸线104公里,主岛岸线75.5公里、海域面积640平方公里;有可供开发的土地58平方公里。 

     开平碉楼 

     位于广东省开平市,主要兴建于上世纪二、三十年代,由海外华侨回乡兴建。 

     现今,在开平保存着1800多座碉楼,它是乡土建筑中较为特殊的类型,是一种集居住、防卫于一身的塔楼式建筑。 

